,DET_FLIP_ONE_BIT,DET_FLIP_TWO_BITS,DET_FLIP_FOUR_BITS,DET_FLIP_ONE_BYTE,DET_FLIP_TWO_BYTES,DET_FLIP_FOUR_BYTES,DET_ARITH_ADD_ONE,DET_ARITH_SUB_ONE,DET_ARITH_ADD_TWO_LE,DET_ARITH_SUB_TWO_LE,DET_ARITH_ADD_TWO_BIG,DET_ARITH_SUB_TWO_BIG,DET_ARITH_ADD_FOUR_LE,DET_ARITH_SUB_FOUR_LE,DET_ARITH_ADD_FOUR_BIG,DET_ARITH_SUB_FOUR_BIG,INTERESTING_BYTE,INTERESTING_TWO_BYTES_LE,INTERESTING_TWO_BYTES_BIG,INTERESTING_FOUR_BYTES_LE,INTERESTING_FOUR_BYTES_BIG,HAVOC_MUT_FLIPBIT,HAVOC_MUT_INTERESTING8,HAVOC_MUT_INTERESTING16,HAVOC_MUT_INTERESTING16BE,HAVOC_MUT_INTERESTING32,HAVOC_MUT_INTERESTING32BE,HAVOC_MUT_ARITH8_,HAVOC_MUT_ARITH8,HAVOC_MUT_ARITH16_,HAVOC_MUT_ARITH16BE_,HAVOC_MUT_ARITH16,HAVOC_MUT_ARITH16BE,HAVOC_MUT_ARITH32_,HAVOC_MUT_ARITH32BE_,HAVOC_MUT_ARITH32,HAVOC_MUT_ARITH32BE,HAVOC_MUT_RAND8,HAVOC_MUT_BYTEADD,HAVOC_MUT_BYTESUB,HAVOC_MUT_FLIP8,DICTIONARY_USER_EXTRAS_OVER,DICTIONARY_USER_EXTRAS_INSERT,DICTIONARY_AUTO_EXTRAS_OVER,DICTIONARY_AUTO_EXTRAS_INSERT,CUSTOM_MUTATOR,HAVOC
3344,0.216561,0.013793,0.013793,0.044586,0.000000,0,0.433121,0.369427,0.193103,0.165517,0.186207,0.172414,0,0,0,0,0,0,0,0,0,0.216561,0,0,0,0,0,0.369427,0.433121,0.165517,0.172414,0.193103,0.186207,0,0,0,0,0,0.433121,0.369427,0,0,0,0,0,0,0
3345,0.231884,0.000000,0.000000,0.086957,0.000000,0,0.507246,0.376812,0.287879,0.106061,0.136364,0.166667,0,0,0,0,0,0,0,0,0,0.231884,0,0,0,0,0,0.376812,0.507246,0.106061,0.166667,0.287879,0.136364,0,0,0,0,0,0.507246,0.376812,0,0,0,0,0,0,0
3347,0.260870,0.000000,0.000000,0.057971,0.000000,0,0.405797,0.376812,0.245614,0.140351,0.087719,0.140351,0,0,0,0,0,0,0,0,0,0.260870,0,0,0,0,0,0.376812,0.405797,0.140351,0.140351,0.245614,0.087719,0,0,0,0,0,0.405797,0.376812,0,0,0,0,0,0,0
3348,0.207547,0.032787,0.032787,0.050314,0.000000,0,0.389937,0.371069,0.196721,0.196721,0.147541,0.188525,0,0,0,0,0,0,0,0,0,0.207547,0,0,0,0,0,0.371069,0.389937,0.196721,0.188525,0.196721,0.147541,0,0,0,0,0,0.389937,0.371069,0,0,0,0,0,0,0
3349,0.125000,0.000000,0.000000,0.250000,0.000000,0,0.250000,0.500000,0.000000,0.666667,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.125000,0,0,0,0,0,0.500000,0.250000,0.666667,0.000000,0.000000,0.000000,0,0,0,0,0,0.250000,0.500000,0,0,0,0,0,0,0
3352,0.204819,0.034483,0.034483,0.048193,0.000000,0,0.403614,0.343373,0.206897,0.200000,0.151724,0.179310,0,0,0,0,0,0,0,0,0,0.204819,0,0,0,0,0,0.343373,0.403614,0.200000,0.179310,0.206897,0.151724,0,0,0,0,0,0.403614,0.343373,0,0,0,0,0,0,0
3353,0.231293,0.007519,0.007519,0.061224,0.000000,0,0.435374,0.401361,0.180451,0.180451,0.180451,0.172932,0,0,0,0,0,0,0,0,0,0.231293,0,0,0,0,0,0.401361,0.435374,0.180451,0.172932,0.180451,0.180451,0,0,0,0,0,0.435374,0.401361,0,0,0,0,0,0,0
3366,0.142857,0.017657,0.017657,0.029703,0.001605,0,0.314003,0.316832,0.157303,0.171750,0.171750,0.182986,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.316832,0.314003,0.171750,0.182986,0.157303,0.171750,0,0,0,0,0,0.314003,0.316832,0,0,0,0,0,0,0
3370,0.132007,0.019608,0.019608,0.028933,0.001032,0,0.314647,0.325497,0.145511,0.165119,0.187822,0.186791,0,0,0,0,0,0,0,0,0,0.132007,0,0,0,0,0,0.325497,0.314647,0.165119,0.186791,0.145511,0.187822,0,0,0,0,0,0.314647,0.325497,0,0,0,0,0,0,0
3371,0.132007,0.019608,0.019608,0.028933,0.001032,0,0.314647,0.325497,0.145511,0.165119,0.187822,0.186791,0,0,0,0,0,0,0,0,0,0.132007,0,0,0,0,0,0.325497,0.314647,0.165119,0.186791,0.145511,0.187822,0,0,0,0,0,0.314647,0.325497,0,0,0,0,0,0,0
3376,0.142446,0.017143,0.017143,0.027338,0.000816,0,0.302158,0.325180,0.164898,0.168163,0.173878,0.184490,0,0,0,0,0,0,0,0,0,0.142446,0,0,0,0,0,0.325180,0.302158,0.168163,0.184490,0.164898,0.173878,0,0,0,0,0,0.302158,0.325180,0,0,0,0,0,0,0
3377,0.142446,0.017143,0.017143,0.027338,0.000816,0,0.302158,0.325180,0.164898,0.168163,0.173878,0.184490,0,0,0,0,0,0,0,0,0,0.142446,0,0,0,0,0,0.325180,0.302158,0.168163,0.184490,0.164898,0.173878,0,0,0,0,0,0.302158,0.325180,0,0,0,0,0,0,0
3378,0.141443,0.017059,0.017059,0.028289,0.001625,0,0.312588,0.316832,0.156783,0.169781,0.173842,0.177904,0,0,0,0,0,0,0,0,0,0.141443,0,0,0,0,0,0.316832,0.312588,0.169781,0.177904,0.156783,0.173842,0,0,0,0,0,0.312588,0.316832,0,0,0,0,0,0,0
3379,0.138829,0.016105,0.016105,0.030369,0.000000,0,0.318872,0.347072,0.166911,0.163982,0.180088,0.183016,0,0,0,0,0,0,0,0,0,0.138829,0,0,0,0,0,0.347072,0.318872,0.163982,0.183016,0.166911,0.180088,0,0,0,0,0,0.318872,0.347072,0,0,0,0,0,0,0
3382,0.132007,0.019608,0.019608,0.028933,0.001032,0,0.314647,0.325497,0.145511,0.165119,0.187822,0.186791,0,0,0,0,0,0,0,0,0,0.132007,0,0,0,0,0,0.325497,0.314647,0.165119,0.186791,0.145511,0.187822,0,0,0,0,0,0.314647,0.325497,0,0,0,0,0,0,0
3384,0.132007,0.019608,0.019608,0.028933,0.001032,0,0.314647,0.325497,0.145511,0.165119,0.187822,0.186791,0,0,0,0,0,0,0,0,0,0.132007,0,0,0,0,0,0.325497,0.314647,0.165119,0.186791,0.145511,0.187822,0,0,0,0,0,0.314647,0.325497,0,0,0,0,0,0,0
3387,0.132007,0.019608,0.019608,0.028933,0.001032,0,0.314647,0.325497,0.145511,0.165119,0.187822,0.186791,0,0,0,0,0,0,0,0,0,0.132007,0,0,0,0,0,0.325497,0.314647,0.165119,0.186791,0.145511,0.187822,0,0,0,0,0,0.314647,0.325497,0,0,0,0,0,0,0
3388,0.132007,0.019608,0.019608,0.028933,0.001032,0,0.314647,0.325497,0.145511,0.165119,0.187822,0.186791,0,0,0,0,0,0,0,0,0,0.132007,0,0,0,0,0,0.325497,0.314647,0.165119,0.186791,0.145511,0.187822,0,0,0,0,0,0.314647,0.325497,0,0,0,0,0,0,0
3390,0.132007,0.019608,0.019608,0.028933,0.001032,0,0.314647,0.325497,0.145511,0.165119,0.187822,0.186791,0,0,0,0,0,0,0,0,0,0.132007,0,0,0,0,0,0.325497,0.314647,0.165119,0.186791,0.145511,0.187822,0,0,0,0,0,0.314647,0.325497,0,0,0,0,0,0,0
3392,0.142857,0.017657,0.017657,0.029703,0.001605,0,0.314003,0.316832,0.157303,0.171750,0.171750,0.182986,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.316832,0.314003,0.171750,0.182986,0.157303,0.171750,0,0,0,0,0,0.314003,0.316832,0,0,0,0,0,0,0
3397,0.250000,0.030303,0.030303,0.138889,0.000000,0,0.444444,0.444444,0.181818,0.181818,0.121212,0.212121,0,0,0,0,0,0,0,0,0,0.250000,0,0,0,0,0,0.444444,0.444444,0.181818,0.212121,0.181818,0.121212,0,0,0,0,0,0.444444,0.444444,0,0,0,0,0,0,0
3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,0.250000,0.030303,0.030303,0.138889,0.000000,0,0.444444,0.444444,0.181818,0.181818,0.121212,0.212121,0,0,0,0,0,0,0,0,0,0.250000,0,0,0,0,0,0.444444,0.444444,0.181818,0.212121,0.181818,0.121212,0,0,0,0,0,0.444444,0.444444,0,0,0,0,0,0,0
3404,0.142857,0.017657,0.017657,0.029703,0.001605,0,0.314003,0.316832,0.157303,0.171750,0.171750,0.182986,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.316832,0.314003,0.171750,0.182986,0.157303,0.171750,0,0,0,0,0,0.314003,0.316832,0,0,0,0,0,0,0
3405,0.142857,0.017657,0.017657,0.029703,0.001605,0,0.314003,0.316832,0.157303,0.171750,0.171750,0.182986,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.316832,0.314003,0.171750,0.182986,0.157303,0.171750,0,0,0,0,0,0.314003,0.316832,0,0,0,0,0,0,0
3406,0.142857,0.017657,0.017657,0.029703,0.001605,0,0.314003,0.316832,0.157303,0.171750,0.171750,0.182986,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.316832,0.314003,0.171750,0.182986,0.157303,0.171750,0,0,0,0,0,0.314003,0.316832,0,0,0,0,0,0,0
3407,0.142857,0.017657,0.017657,0.029703,0.001605,0,0.314003,0.316832,0.157303,0.171750,0.171750,0.182986,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.316832,0.314003,0.171750,0.182986,0.157303,0.171750,0,0,0,0,0,0.314003,0.316832,0,0,0,0,0,0,0
3408,0.140318,0.014091,0.014091,0.030870,0.000939,0,0.295603,0.289991,0.158760,0.173791,0.193988,0.195397,0,0,0,0,0,0,0,0,0,0.140318,0,0,0,0,0,0.289991,0.295603,0.173791,0.195397,0.158760,0.193988,0,0,0,0,0,0.295603,0.289991,0,0,0,0,0,0,0
3413,0.159498,0.019394,0.019394,0.035842,0.000000,0,0.336918,0.336918,0.170909,0.168485,0.166061,0.198788,0,0,0,0,0,0,0,0,0,0.159498,0,0,0,0,0,0.336918,0.336918,0.168485,0.198788,0.170909,0.166061,0,0,0,0,0,0.336918,0.336918,0,0,0,0,0,0,0
3429,0.236364,0.000000,0.000000,0.145455,0.000000,0,0.400000,0.400000,0.181818,0.151515,0.151515,0.242424,0,0,0,0,0,0,0,0,0,0.236364,0,0,0,0,0,0.400000,0.400000,0.151515,0.242424,0.181818,0.151515,0,0,0,0,0,0.400000,0.400000,0,0,0,0,0,0,0
3430,0.166667,0.000000,0.000000,0.166667,0.000000,0,0.583333,0.250000,0.142857,0.071429,0.142857,0.214286,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0.250000,0.583333,0.071429,0.214286,0.142857,0.142857,0,0,0,0,0,0.583333,0.250000,0,0,0,0,0,0,0
3431,0.142857,0.000000,0.000000,0.079365,0.000000,0,0.396825,0.333333,0.183333,0.183333,0.150000,0.133333,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.333333,0.396825,0.183333,0.133333,0.183333,0.150000,0,0,0,0,0,0.396825,0.333333,0,0,0,0,0,0,0
3432,0.310345,0.000000,0.000000,0.034483,0.000000,0,0.413793,0.482759,0.055556,0.277778,0.277778,0.111111,0,0,0,0,0,0,0,0,0,0.310345,0,0,0,0,0,0.482759,0.413793,0.277778,0.111111,0.055556,0.277778,0,0,0,0,0,0.413793,0.482759,0,0,0,0,0,0,0
3433,0.272727,0.000000,0.000000,0.090909,0.000000,0,0.409091,0.545455,0.107143,0.250000,0.214286,0.107143,0,0,0,0,0,0,0,0,0,0.272727,0,0,0,0,0,0.545455,0.409091,0.250000,0.107143,0.107143,0.214286,0,0,0,0,0,0.409091,0.545455,0,0,0,0,0,0,0
3434,0.148148,0.000000,0.000000,0.148148,0.000000,0,0.370370,0.407407,0.071429,0.285714,0.285714,0.071429,0,0,0,0,0,0,0,0,0,0.148148,0,0,0,0,0,0.407407,0.370370,0.285714,0.071429,0.071429,0.285714,0,0,0,0,0,0.370370,0.407407,0,0,0,0,0,0,0
3435,0.210526,0.000000,0.000000,0.105263,0.000000,0,0.473684,0.368421,0.217391,0.347826,0.217391,0.043478,0,0,0,0,0,0,0,0,0,0.210526,0,0,0,0,0,0.368421,0.473684,0.347826,0.043478,0.217391,0.217391,0,0,0,0,0,0.473684,0.368421,0,0,0,0,0,0,0
3436,0.282609,0.000000,0.000000,0.108696,0.000000,0,0.391304,0.413043,0.212121,0.121212,0.121212,0.303030,0,0,0,0,0,0,0,0,0,0.282609,0,0,0,0,0,0.413043,0.391304,0.121212,0.303030,0.212121,0.121212,0,0,0,0,0,0.391304,0.413043,0,0,0,0,0,0,0
3437,0.126777,0.012625,0.012625,0.026066,0.001329,1,0.280806,0.276066,0.156811,0.169435,0.194020,0.201329,0,0,0,0,0,0,0,1,1,0.126777,0,0,0,0,0,0.276066,0.280806,0.169435,0.201329,0.156811,0.194020,0,0,0,0,0,0.280806,0.276066,0,0,0,0,0,0,0
3442,0.140260,0.024254,0.024254,0.044156,0.001866,0,0.335065,0.327273,0.158582,0.197761,0.164179,0.171642,0,0,0,0,0,0,0,0,0,0.140260,0,0,0,0,0,0.327273,0.335065,0.197761,0.171642,0.158582,0.164179,0,0,0,0,0,0.335065,0.327273,0,0,0,0,0,0,0
3444,0.140260,0.024254,0.024254,0.044156,0.001866,0,0.335065,0.327273,0.158582,0.197761,0.164179,0.171642,0,0,0,0,0,0,0,0,0,0.140260,0,0,0,0,0,0.327273,0.335065,0.197761,0.171642,0.158582,0.164179,0,0,0,0,0,0.335065,0.327273,0,0,0,0,0,0,0
3449,0.140260,0.024254,0.024254,0.044156,0.001866,0,0.335065,0.327273,0.158582,0.197761,0.164179,0.171642,0,0,0,0,0,0,0,0,0,0.140260,0,0,0,0,0,0.327273,0.335065,0.197761,0.171642,0.158582,0.164179,0,0,0,0,0,0.335065,0.327273,0,0,0,0,0,0,0
3452,0.133234,0.014006,0.014006,0.032934,0.000934,0,0.303892,0.287425,0.151261,0.159664,0.203548,0.198880,0,0,0,0,0,0,0,0,0,0.133234,0,0,0,0,0,0.287425,0.303892,0.159664,0.198880,0.151261,0.203548,0,0,0,0,0,0.303892,0.287425,0,0,0,0,0,0,0
3453,0.140206,0.012473,0.012473,0.034021,0.001085,0,0.291753,0.275258,0.160521,0.169197,0.199566,0.195228,0,0,0,0,0,0,0,0,0,0.140206,0,0,0,0,0,0.275258,0.291753,0.169197,0.195228,0.160521,0.199566,0,0,0,0,0,0.291753,0.275258,0,0,0,0,0,0,0
3454,0.135983,0.012749,0.012749,0.034519,0.001109,0,0.288703,0.277197,0.160200,0.166851,0.198448,0.198448,0,0,0,0,0,0,0,0,0,0.135983,0,0,0,0,0,0.277197,0.288703,0.166851,0.198448,0.160200,0.198448,0,0,0,0,0,0.288703,0.277197,0,0,0,0,0,0,0
3455,0.135751,0.012959,0.012959,0.030052,0.001620,1,0.282902,0.274611,0.157667,0.169546,0.187365,0.205184,0,0,0,0,0,0,0,1,1,0.135751,0,0,0,0,0,0.274611,0.282902,0.169546,0.205184,0.157667,0.187365,0,0,0,0,0,0.282902,0.274611,0,0,0,0,0,0,0
3456,0.142664,0.016546,0.016546,0.035835,0.000345,0,0.300203,0.300203,0.157877,0.167528,0.184419,0.199586,0,0,0,0,0,0,0,0,0,0.142664,0,0,0,0,0,0.300203,0.300203,0.167528,0.199586,0.157877,0.184419,0,0,0,0,0,0.300203,0.300203,0,0,0,0,0,0,0
3460,0.142664,0.016546,0.016546,0.035835,0.000345,0,0.300203,0.300203,0.157877,0.167528,0.184419,0.199586,0,0,0,0,0,0,0,0,0,0.142664,0,0,0,0,0,0.300203,0.300203,0.167528,0.199586,0.157877,0.184419,0,0,0,0,0,0.300203,0.300203,0,0,0,0,0,0,0
3461,0.144618,0.014680,0.014680,0.036976,0.000864,0,0.307313,0.295809,0.157599,0.161917,0.180915,0.189983,0,0,0,0,0,0,0,0,0,0.144618,0,0,0,0,0,0.295809,0.307313,0.161917,0.189983,0.157599,0.180915,0,0,0,0,0,0.307313,0.295809,0,0,0,0,0,0,0
3463,0.145468,0.015619,0.015619,0.036558,0.000781,0,0.307692,0.294745,0.158141,0.168294,0.178055,0.194455,0,0,0,0,0,0,0,0,0,0.145468,0,0,0,0,0,0.294745,0.307692,0.168294,0.194455,0.158141,0.178055,0,0,0,0,0,0.307692,0.294745,0,0,0,0,0,0,0
3464,0.142664,0.016546,0.016546,0.035835,0.000345,0,0.300203,0.300203,0.157877,0.167528,0.184419,0.199586,0,0,0,0,0,0,0,0,0,0.142664,0,0,0,0,0,0.300203,0.300203,0.167528,0.199586,0.157877,0.184419,0,0,0,0,0,0.300203,0.300203,0,0,0,0,0,0,0
3465,0.142664,0.016546,0.016546,0.035835,0.000345,0,0.300203,0.300203,0.157877,0.167528,0.184419,0.199586,0,0,0,0,0,0,0,0,0,0.142664,0,0,0,0,0,0.300203,0.300203,0.167528,0.199586,0.157877,0.184419,0,0,0,0,0,0.300203,0.300203,0,0,0,0,0,0,0
3467,0.146459,0.019048,0.019048,0.040816,0.000680,0,0.296519,0.316927,0.164626,0.162585,0.160544,0.178912,0,0,0,0,0,0,0,0,0,0.146459,0,0,0,0,0,0.316927,0.296519,0.162585,0.178912,0.164626,0.160544,0,0,0,0,0,0.296519,0.316927,0,0,0,0,0,0,0
3468,0.145504,0.016011,0.016011,0.036376,0.000348,0,0.299245,0.299245,0.158371,0.167421,0.184824,0.199095,0,0,0,0,0,0,0,0,0,0.145504,0,0,0,0,0,0.299245,0.299245,0.167421,0.199095,0.158371,0.184824,0,0,0,0,0,0.299245,0.299245,0,0,0,0,0,0,0
3469,0.148148,0.013549,0.013549,0.034858,0.000376,0,0.306463,0.303558,0.158449,0.167858,0.180655,0.199849,0,0,0,0,0,0,0,0,0,0.148148,0,0,0,0,0,0.303558,0.306463,0.167858,0.199849,0.158449,0.180655,0,0,0,0,0,0.306463,0.303558,0,0,0,0,0,0,0
3470,0.142109,0.016148,0.016148,0.035901,0.000769,0,0.308153,0.296185,0.157247,0.168781,0.177240,0.193772,0,0,0,0,0,0,0,0,0,0.142109,0,0,0,0,0,0.296185,0.308153,0.168781,0.193772,0.157247,0.177240,0,0,0,0,0,0.308153,0.296185,0,0,0,0,0,0,0
3471,0.146882,0.018777,0.018777,0.031175,0.000284,0,0.305755,0.287770,0.162447,0.162731,0.182361,0.183499,0,0,0,0,0,0,0,0,0,0.146882,0,0,0,0,0,0.287770,0.305755,0.162731,0.183499,0.162447,0.182361,0,0,0,0,0,0.305755,0.287770,0,0,0,0,0,0,0
3473,0.147205,0.018602,0.018602,0.031677,0.000300,0,0.303106,0.289441,0.162916,0.162916,0.185719,0.183018,0,0,0,0,0,0,0,0,0,0.147205,0,0,0,0,0,0.289441,0.303106,0.162916,0.183018,0.162916,0.185719,0,0,0,0,0,0.303106,0.289441,0,0,0,0,0,0,0
3475,0.201439,0.020173,0.020173,0.046763,0.000000,0,0.374101,0.334532,0.172911,0.195965,0.138329,0.170029,0,0,0,0,0,0,0,0,0,0.201439,0,0,0,0,0,0.334532,0.374101,0.195965,0.170029,0.172911,0.138329,0,0,0,0,0,0.374101,0.334532,0,0,0,0,0,0,0
3476,0.146574,0.017955,0.017955,0.031726,0.000304,0,0.305203,0.291878,0.162508,0.163421,0.184114,0.183810,0,0,0,0,0,0,0,0,0,0.146574,0,0,0,0,0,0.291878,0.305203,0.163421,0.183810,0.162508,0.184114,0,0,0,0,0,0.305203,0.291878,0,0,0,0,0,0,0
3478,0.151376,0.019691,0.019691,0.038991,0.000703,0,0.334862,0.305046,0.182138,0.165963,0.176512,0.188467,0,0,0,0,0,0,0,0,0,0.151376,0,0,0,0,0,0.305046,0.334862,0.165963,0.188467,0.182138,0.176512,0,0,0,0,0,0.334862,0.305046,0,0,0,0,0,0,0
3479,0.172061,0.023468,0.023468,0.045997,0.001304,0,0.340716,0.321976,0.178618,0.157757,0.153846,0.186441,0,0,0,0,0,0,0,0,0,0.172061,0,0,0,0,0,0.321976,0.340716,0.157757,0.186441,0.178618,0.153846,0,0,0,0,0,0.340716,0.321976,0,0,0,0,0,0,0
3480,0.147727,0.030303,0.030303,0.068182,0.000000,0,0.306818,0.340909,0.151515,0.212121,0.196970,0.121212,0,0,0,0,0,0,0,0,0,0.147727,0,0,0,0,0,0.340909,0.306818,0.212121,0.121212,0.151515,0.196970,0,0,0,0,0,0.306818,0.340909,0,0,0,0,0,0,0
3481,0.276596,0.026316,0.026316,0.021277,0.000000,0,0.510638,0.319149,0.105263,0.184211,0.210526,0.078947,0,0,0,0,0,0,0,0,0,0.276596,0,0,0,0,0,0.319149,0.510638,0.184211,0.078947,0.105263,0.210526,0,0,0,0,0,0.510638,0.319149,0,0,0,0,0,0,0
3483,0.221649,0.024590,0.024590,0.067010,0.000000,0,0.371134,0.335052,0.180328,0.192623,0.131148,0.168033,0,0,0,0,0,0,0,0,0,0.221649,0,0,0,0,0,0.335052,0.371134,0.192623,0.168033,0.180328,0.131148,0,0,0,0,0,0.371134,0.335052,0,0,0,0,0,0,0
3486,0.210280,0.025455,0.025455,0.060748,0.000000,0,0.387850,0.317757,0.174545,0.189091,0.138182,0.160000,0,0,0,0,0,0,0,0,0,0.210280,0,0,0,0,0,0.317757,0.387850,0.189091,0.160000,0.174545,0.138182,0,0,0,0,0,0.387850,0.317757,0,0,0,0,0,0,0
3487,0.149425,0.017326,0.017326,0.033130,0.000327,0,0.313049,0.294794,0.162144,0.165414,0.186335,0.183720,0,0,0,0,0,0,0,0,0,0.149425,0,0,0,0,0,0.294794,0.313049,0.165414,0.183720,0.162144,0.186335,0,0,0,0,0,0.313049,0.294794,0,0,0,0,0,0,0
3488,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.333333,0.333333,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0.333333,0.000000,0.000000,0.333333,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
3489,0.157895,0.031746,0.031746,0.078947,0.000000,0,0.276316,0.355263,0.158730,0.222222,0.190476,0.126984,0,0,0,0,0,0,0,0,0,0.157895,0,0,0,0,0,0.355263,0.276316,0.222222,0.126984,0.158730,0.190476,0,0,0,0,0,0.276316,0.355263,0,0,0,0,0,0,0
3490,0.200000,0.000000,0.000000,0.050000,0.000000,0,0.300000,0.350000,0.000000,0.200000,0.200000,0.200000,0,0,0,0,0,0,0,0,0,0.200000,0,0,0,0,0,0.350000,0.300000,0.200000,0.200000,0.000000,0.200000,0,0,0,0,0,0.300000,0.350000,0,0,0,0,0,0,0
3491,0.147727,0.030303,0.030303,0.068182,0.000000,0,0.306818,0.340909,0.151515,0.212121,0.196970,0.121212,0,0,0,0,0,0,0,0,0,0.147727,0,0,0,0,0,0.340909,0.306818,0.212121,0.121212,0.151515,0.196970,0,0,0,0,0,0.306818,0.340909,0,0,0,0,0,0,0
3493,0.117647,0.052632,0.052632,0.058824,0.000000,0,0.294118,0.294118,0.105263,0.315789,0.263158,0.105263,0,0,0,0,0,0,0,0,0,0.117647,0,0,0,0,0,0.294118,0.294118,0.315789,0.105263,0.105263,0.263158,0,0,0,0,0,0.294118,0.294118,0,0,0,0,0,0,0
3494,0.178571,0.021277,0.021277,0.071429,0.000000,0,0.321429,0.375000,0.170213,0.170213,0.170213,0.127660,0,0,0,0,0,0,0,0,0,0.178571,0,0,0,0,0,0.375000,0.321429,0.170213,0.127660,0.170213,0.170213,0,0,0,0,0,0.321429,0.375000,0,0,0,0,0,0,0
3495,0.152805,0.018250,0.018250,0.029981,0.000537,0,0.316248,0.303675,0.163714,0.168545,0.172303,0.189479,0,0,0,0,0,0,0,0,0,0.152805,0,0,0,0,0,0.303675,0.316248,0.168545,0.189479,0.163714,0.172303,0,0,0,0,0,0.316248,0.303675,0,0,0,0,0,0,0
3496,0.152805,0.018250,0.018250,0.029981,0.000537,0,0.316248,0.303675,0.163714,0.168545,0.172303,0.189479,0,0,0,0,0,0,0,0,0,0.152805,0,0,0,0,0,0.303675,0.316248,0.168545,0.189479,0.163714,0.172303,0,0,0,0,0,0.316248,0.303675,0,0,0,0,0,0,0
3498,0.152805,0.018250,0.018250,0.029981,0.000537,0,0.316248,0.303675,0.163714,0.168545,0.172303,0.189479,0,0,0,0,0,0,0,0,0,0.152805,0,0,0,0,0,0.303675,0.316248,0.168545,0.189479,0.163714,0.172303,0,0,0,0,0,0.316248,0.303675,0,0,0,0,0,0,0
3502,0.152805,0.018250,0.018250,0.029981,0.000537,0,0.316248,0.303675,0.163714,0.168545,0.172303,0.189479,0,0,0,0,0,0,0,0,0,0.152805,0,0,0,0,0,0.303675,0.316248,0.168545,0.189479,0.163714,0.172303,0,0,0,0,0,0.316248,0.303675,0,0,0,0,0,0,0
3503,0.164274,0.024361,0.024361,0.043062,0.001218,0,0.331738,0.323764,0.177832,0.160780,0.157125,0.179050,0,0,0,0,0,0,0,0,0,0.164274,0,0,0,0,0,0.323764,0.331738,0.160780,0.179050,0.177832,0.157125,0,0,0,0,0,0.331738,0.323764,0,0,0,0,0,0,0
3505,0.170396,0.023684,0.023684,0.046472,0.001316,0,0.344234,0.323580,0.178947,0.156579,0.156579,0.184211,0,0,0,0,0,0,0,0,0,0.170396,0,0,0,0,0,0.323580,0.344234,0.156579,0.184211,0.178947,0.156579,0,0,0,0,0,0.344234,0.323580,0,0,0,0,0,0,0
3506,0.141414,0.026316,0.026316,0.070707,0.000000,0,0.303030,0.323232,0.157895,0.210526,0.197368,0.131579,0,0,0,0,0,0,0,0,0,0.141414,0,0,0,0,0,0.323232,0.303030,0.210526,0.131579,0.157895,0.197368,0,0,0,0,0,0.303030,0.323232,0,0,0,0,0,0,0
3507,0.158513,0.023411,0.023411,0.043053,0.001672,0,0.326810,0.320939,0.178930,0.142140,0.162207,0.180602,0,0,0,0,0,0,0,0,0,0.158513,0,0,0,0,0,0.320939,0.326810,0.142140,0.180602,0.178930,0.162207,0,0,0,0,0,0.326810,0.320939,0,0,0,0,0,0,0
3508,0.100000,0.066667,0.066667,0.100000,0.000000,0,0.400000,0.350000,0.000000,0.133333,0.066667,0.266667,0,0,0,0,0,0,0,0,0,0.100000,0,0,0,0,0,0.350000,0.400000,0.133333,0.266667,0.000000,0.066667,0,0,0,0,0,0.400000,0.350000,0,0,0,0,0,0,0
3513,0.111111,0.000000,0.000000,0.111111,0.000000,0,0.222222,0.333333,0.000000,0.000000,0.000000,0.500000,0,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0.333333,0.222222,0.000000,0.500000,0.000000,0.000000,0,0,0,0,0,0.222222,0.333333,0,0,0,0,0,0,0
3515,0.217391,0.018182,0.018182,0.059289,0.000000,0,0.383399,0.355731,0.189091,0.207273,0.163636,0.170909,0,0,0,0,0,0,0,0,0,0.217391,0,0,0,0,0,0.355731,0.383399,0.207273,0.170909,0.189091,0.163636,0,0,0,0,0,0.383399,0.355731,0,0,0,0,0,0,0
3516,0.062500,0.000000,0.000000,0.187500,0.000000,0,0.375000,0.250000,0.142857,0.142857,0.142857,0.142857,0,0,0,0,0,0,0,0,0,0.062500,0,0,0,0,0,0.250000,0.375000,0.142857,0.142857,0.142857,0.142857,0,0,0,0,0,0.375000,0.250000,0,0,0,0,0,0,0
