,DET_FLIP_ONE_BIT,DET_FLIP_TWO_BITS,DET_FLIP_FOUR_BITS,DET_FLIP_ONE_BYTE,DET_FLIP_TWO_BYTES,DET_FLIP_FOUR_BYTES,DET_ARITH_ADD_ONE,DET_ARITH_SUB_ONE,DET_ARITH_ADD_TWO_LE,DET_ARITH_SUB_TWO_LE,DET_ARITH_ADD_TWO_BIG,DET_ARITH_SUB_TWO_BIG,DET_ARITH_ADD_FOUR_LE,DET_ARITH_SUB_FOUR_LE,DET_ARITH_ADD_FOUR_BIG,DET_ARITH_SUB_FOUR_BIG,INTERESTING_BYTE,INTERESTING_TWO_BYTES_LE,INTERESTING_TWO_BYTES_BIG,INTERESTING_FOUR_BYTES_LE,INTERESTING_FOUR_BYTES_BIG,HAVOC_MUT_FLIPBIT,HAVOC_MUT_INTERESTING8,HAVOC_MUT_INTERESTING16,HAVOC_MUT_INTERESTING16BE,HAVOC_MUT_INTERESTING32,HAVOC_MUT_INTERESTING32BE,HAVOC_MUT_ARITH8_,HAVOC_MUT_ARITH8,HAVOC_MUT_ARITH16_,HAVOC_MUT_ARITH16BE_,HAVOC_MUT_ARITH16,HAVOC_MUT_ARITH16BE,HAVOC_MUT_ARITH32_,HAVOC_MUT_ARITH32BE_,HAVOC_MUT_ARITH32,HAVOC_MUT_ARITH32BE,HAVOC_MUT_RAND8,HAVOC_MUT_BYTEADD,HAVOC_MUT_BYTESUB,HAVOC_MUT_FLIP8,DICTIONARY_USER_EXTRAS_OVER,DICTIONARY_USER_EXTRAS_INSERT,DICTIONARY_AUTO_EXTRAS_OVER,DICTIONARY_AUTO_EXTRAS_INSERT,CUSTOM_MUTATOR,HAVOC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.199828,0.011552,0.011552,0.043066,0.000000,0,0.343669,0.321275,0.171119,0.181227,0.198556,0.173285,0,0,0,0,0,0,0,0,0,0.199828,0,0,0,0,0,0.321275,0.343669,0.181227,0.173285,0.171119,0.198556,0,0,0,0,0,0.343669,0.321275,0,0,0,0,0,0,0
9,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
13,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
16,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
24,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
32,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
33,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
34,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
35,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
36,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
37,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
38,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
39,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
42,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
44,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
46,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
48,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
49,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
50,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
56,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
57,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
58,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
59,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
60,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
61,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
62,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
63,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
64,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
66,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
67,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
68,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
69,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
70,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
71,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
72,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
73,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
80,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
81,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
82,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
88,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
89,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
90,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
91,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
92,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
93,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
94,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
95,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
96,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
98,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
99,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
104,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
105,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
106,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
112,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
113,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
114,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
115,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
116,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
117,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
118,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
119,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
120,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
122,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
123,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
124,0.000000,0,0,0.000000,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0
1535,0.126777,0.012625,0.012625,0.026066,0.001329,1,0.280806,0.276066,0.156811,0.169435,0.194020,0.201329,0,0,0,0,0,0,0,1,1,0.126777,0,0,0,0,0,0.276066,0.280806,0.169435,0.201329,0.156811,0.194020,0,0,0,0,0,0.280806,0.276066,0,0,0,0,0,0,0
1537,0.123337,0.012934,0.012934,0.026602,0.001361,1,0.279323,0.276904,0.159292,0.170184,0.197413,0.198775,0,0,0,0,0,0,0,1,1,0.123337,0,0,0,0,0,0.276904,0.279323,0.170184,0.198775,0.159292,0.197413,0,0,0,0,0,0.279323,0.276904,0,0,0,0,0,0,0
1539,0.123337,0.012934,0.012934,0.026602,0.001361,1,0.279323,0.276904,0.159292,0.170184,0.197413,0.198775,0,0,0,0,0,0,0,1,1,0.123337,0,0,0,0,0,0.276904,0.279323,0.170184,0.198775,0.159292,0.197413,0,0,0,0,0,0.279323,0.276904,0,0,0,0,0,0,0
1541,0.147059,0.000000,0.000000,0.073529,0.000000,0,0.397059,0.352941,0.163934,0.147541,0.245902,0.180328,0,0,0,0,0,0,0,0,0,0.147059,0,0,0,0,0,0.352941,0.397059,0.147541,0.180328,0.163934,0.245902,0,0,0,0,0,0.397059,0.352941,0,0,0,0,0,0,0
1545,0.147059,0.000000,0.000000,0.073529,0.000000,0,0.397059,0.352941,0.163934,0.147541,0.245902,0.180328,0,0,0,0,0,0,0,0,0,0.147059,0,0,0,0,0,0.352941,0.397059,0.147541,0.180328,0.163934,0.245902,0,0,0,0,0,0.397059,0.352941,0,0,0,0,0,0,0
1546,0.235955,0.010000,0.010000,0.033708,0.000000,0,0.415730,0.415730,0.160000,0.170000,0.200000,0.150000,0,0,0,0,0,0,0,0,0,0.235955,0,0,0,0,0,0.415730,0.415730,0.170000,0.150000,0.160000,0.200000,0,0,0,0,0,0.415730,0.415730,0,0,0,0,0,0,0
1553,0.235955,0.010000,0.010000,0.033708,0.000000,0,0.415730,0.415730,0.160000,0.170000,0.200000,0.150000,0,0,0,0,0,0,0,0,0,0.235955,0,0,0,0,0,0.415730,0.415730,0.170000,0.150000,0.160000,0.200000,0,0,0,0,0,0.415730,0.415730,0,0,0,0,0,0,0
1555,0.318182,0.000000,0.000000,0.181818,0.000000,0,0.454545,0.454545,0.300000,0.000000,0.300000,0.300000,0,0,0,0,0,0,0,0,0,0.318182,0,0,0,0,0,0.454545,0.454545,0.000000,0.300000,0.300000,0.300000,0,0,0,0,0,0.454545,0.454545,0,0,0,0,0,0,0
1566,0.318182,0.000000,0.000000,0.181818,0.000000,0,0.454545,0.454545,0.300000,0.000000,0.300000,0.300000,0,0,0,0,0,0,0,0,0,0.318182,0,0,0,0,0,0.454545,0.454545,0.000000,0.300000,0.300000,0.300000,0,0,0,0,0,0.454545,0.454545,0,0,0,0,0,0,0
1933,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
1934,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
1936,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
1948,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
1961,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
1965,0.178199,0.013236,0.013236,0.044550,0.001324,0,0.341232,0.330806,0.172733,0.170086,0.181999,0.189940,0,0,0,0,0,0,0,0,0,0.178199,0,0,0,0,0,0.330806,0.341232,0.170086,0.189940,0.172733,0.181999,0,0,0,0,0,0.341232,0.330806,0,0,0,0,0,0,0
1967,0.162104,0.013429,0.013429,0.041066,0.000448,0,0.324928,0.297550,0.170994,0.169651,0.176813,0.193375,0,0,0,0,0,0,0,0,0,0.162104,0,0,0,0,0,0.297550,0.324928,0.169651,0.193375,0.170994,0.176813,0,0,0,0,0,0.324928,0.297550,0,0,0,0,0,0,0
1971,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
1978,0.130292,0.013674,0.013674,0.028921,0.000360,0,0.282349,0.282648,0.156411,0.162768,0.180880,0.182800,0,0,0,0,0,0,0,0,0,0.130292,0,0,0,0,0,0.282648,0.282349,0.162768,0.182800,0.156411,0.180880,0,0,0,0,0,0.282349,0.282648,0,0,0,0,0,0,0
1980,0.132416,0.016706,0.016706,0.026549,0.000818,0,0.291708,0.268764,0.156192,0.158178,0.183995,0.196729,0,0,0,0,0,0,0,0,0,0.132416,0,0,0,0,0,0.268764,0.291708,0.158178,0.196729,0.156192,0.183995,0,0,0,0,0,0.291708,0.268764,0,0,0,0,0,0,0
1981,0.166240,0.014286,0.014286,0.035806,0.000000,0,0.335038,0.360614,0.155357,0.173214,0.169643,0.191071,0,0,0,0,0,0,0,0,0,0.166240,0,0,0,0,0,0.360614,0.335038,0.173214,0.191071,0.155357,0.169643,0,0,0,0,0,0.335038,0.360614,0,0,0,0,0,0,0
1982,0.136691,0.018379,0.018379,0.025899,0.000835,0,0.309353,0.303597,0.161236,0.165414,0.187970,0.193818,0,0,0,0,0,0,0,0,0,0.136691,0,0,0,0,0,0.303597,0.309353,0.165414,0.193818,0.161236,0.187970,0,0,0,0,0,0.309353,0.303597,0,0,0,0,0,0,0
1984,0.150528,0.019461,0.019461,0.033011,0.000938,0,0.306778,0.299296,0.178429,0.183822,0.169050,0.177491,0,0,0,0,0,0,0,0,0,0.150528,0,0,0,0,0,0.299296,0.306778,0.183822,0.177491,0.178429,0.169050,0,0,0,0,0,0.306778,0.299296,0,0,0,0,0,0,0
1986,0.146866,0.017078,0.017078,0.033433,0.001898,0,0.310448,0.300299,0.171094,0.160342,0.171094,0.190702,0,0,0,0,0,0,0,0,0,0.146866,0,0,0,0,0,0.300299,0.310448,0.160342,0.190702,0.171094,0.171094,0,0,0,0,0,0.310448,0.300299,0,0,0,0,0,0,0
1988,0.151313,0.015036,0.015036,0.033378,0.000898,0,0.307966,0.290165,0.159560,0.161131,0.167864,0.182002,0,0,0,0,0,0,0,0,0,0.151313,0,0,0,0,0,0.290165,0.307966,0.161131,0.182002,0.159560,0.167864,0,0,0,0,0,0.307966,0.290165,0,0,0,0,0,0,0
1990,0.151313,0.015036,0.015036,0.033378,0.000898,0,0.307966,0.290165,0.159560,0.161131,0.167864,0.182002,0,0,0,0,0,0,0,0,0,0.151313,0,0,0,0,0,0.290165,0.307966,0.161131,0.182002,0.159560,0.167864,0,0,0,0,0,0.307966,0.290165,0,0,0,0,0,0,0
1995,0.151313,0.015036,0.015036,0.033378,0.000898,0,0.307966,0.290165,0.159560,0.161131,0.167864,0.182002,0,0,0,0,0,0,0,0,0,0.151313,0,0,0,0,0,0.290165,0.307966,0.161131,0.182002,0.159560,0.167864,0,0,0,0,0,0.307966,0.290165,0,0,0,0,0,0,0
1999,0.134291,0.018217,0.018217,0.031239,0.000806,0,0.297307,0.279354,0.171046,0.168467,0.181847,0.190553,0,0,0,0,0,0,0,0,0,0.134291,0,0,0,0,0,0.279354,0.297307,0.168467,0.190553,0.171046,0.181847,0,0,0,0,0,0.297307,0.279354,0,0,0,0,0,0,0
2000,0.136454,0.016375,0.016375,0.033717,0.000930,0,0.296708,0.291154,0.157611,0.159844,0.175847,0.184965,0,0,0,0,0,0,0,0,0,0.136454,0,0,0,0,0,0.291154,0.296708,0.159844,0.184965,0.157611,0.175847,0,0,0,0,0,0.296708,0.291154,0,0,0,0,0,0,0
2002,0.128079,0.018009,0.018009,0.022989,0.000948,0,0.295567,0.325123,0.158294,0.168720,0.173460,0.189573,0,0,0,0,0,0,0,0,0,0.128079,0,0,0,0,0,0.325123,0.295567,0.168720,0.189573,0.158294,0.173460,0,0,0,0,0,0.295567,0.325123,0,0,0,0,0,0,0
2007,0.144975,0.019166,0.019166,0.031301,0.000790,0,0.294069,0.294893,0.173286,0.173484,0.173879,0.187117,0,0,0,0,0,0,0,0,0,0.144975,0,0,0,0,0,0.294893,0.294069,0.173484,0.187117,0.173286,0.173879,0,0,0,0,0,0.294069,0.294893,0,0,0,0,0,0,0
